Q2,Q3,Q7,Q8,Q11,Q12,Q13,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q14,Q15,Q15_B,Q15_C,Q15_D,Q16,Q17,Q17_B,Q18,Q19,Q19_B,Q19_C,Q19_D,Q19_E,Q19_F,Q19_G,Q19_H,Q20,Q20_B,Q21,Q22,Q22_B,Q23,Q24,Q24_B,Q24_C,Q24_D,Q24_E,Q24_F,Q24_G,Q24_H,Q24_I,Q24_J,Q24_K,Q24_L,Q25
Women,35 or under,Doctorate/Professional,Academic,2-5 years,No,I use functions from existing R packages to analyze data,NA,NA,I contribute to R packages (on CRAN or elsewhere),NA,NA,Primarily as part of a job or educational course;,Agree,Agree,Agree,Strongly disagree,Yes,Active developer community,NA,Yes,The R mailing lists,NA,NA,NA,The rOpenSci mailing lists or chat forums,NA,NA,NA,Facebook,NA,Yes,A general user group,NA,I am too busy,NA,NA,NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,155
Women,> 35,Doctorate/Professional,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Strongly agree,Agree,Disagree,No opinion,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,Other (please specify),NA,NA,Free local introductory R workshops,Paid local advanced R workshops,NA,NA,NA,NA,NA,NA,Online support group for my demographic (specify relevant group in comments box),NA,933
Men,> 35,Masters or lower,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,Disagree,Strongly disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,web searches,Twitter,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854
Men,35 or under,Masters or lower,Academic,5-10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Agree,No opinion,No opinion,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),R workshop aimed at my demographic (specify relevant group in comments box),NA,NA,NA,NA,NA,NA,747
Women,35 or under,Doctorate/Professional,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Agree,No opinion,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,The #rstats hashtag on Twitter,NA,NA,NA,NA,NA,NA,Twitter,NA,No,A general user group,NA,I am too busy,NA,NA,NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,88
Women,35 or under,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",NA,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Disagree,Disagree,NA,Good for reproducible research,NA,No,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759
Women,35 or under,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,For both recreational and job/educational purposes.,Strongly agree,Agree,Disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,No,NA,NA,I feel too inexperienced,NA,NA,Free local introductory R workshops,NA,NA,NA,NA,NA,NA,NA,NA,NA,801
Women,> 35,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",NA,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Agree,Disagree,Disagree,Yes,Open source,NA,No,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,Google problem and go from there,RSS feed,NA,No,NA,NA,Other (please specify),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943
Women,35 or under,Doctorate/Professional,Academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,Agree,Disagree,Agree,Yes,Free,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,I feel too inexperienced,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,33
Men,35 or under,Masters or lower,Non-academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,NA,Primarily as part of a job or educational course;,Agree,Agree,Disagree,Strongly disagree,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,r-bloggers.com,Blog,NA,Yes,A user group within a university,NA,NA,NA,NA,NA,Paid local advanced R workshops,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,NA,NA,760
Women,> 35,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,NA,For both recreational and job/educational purposes.,Strongly agree,Disagree,Disagree,No opinion,Yes,Flexible/extensible/scalable,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,I feel too inexperienced,New R user group near me (specify location in comments box),New R user group near me aimed at my demographic (specify relevant group in comments box),NA,Paid local advanced R workshops,NA,R workshop aimed at my demographic (specify relevant group in comments box),Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,Online support group for my demographic (specify relevant group in comments box),NA,163
Men,> 35,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,No opinion,Agree,No opinion,No opinion,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,Other (please specify),NA,NA,Free local introductory R workshops,NA,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,Online support group for my demographic (specify relevant group in comments box),NA,884
Men,> 35,Doctorate/Professional,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Agree,Strongly agree,Disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,Other (please specify),New R user group near me (specify location in comments box),NA,NA,Paid local advanced R workshops,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,NA,NA,482
Women,NA,Masters or lower,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Strongly agree,No opinion,Strongly disagree,Strongly disagree,Yes,Free,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,I feel too inexperienced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
Men,> 35,Masters or lower,Academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Disagree,Disagree,Yes,Good for reproducible research,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,The Googles,Blog,NA,No,NA,NA,Other (please specify),NA,NA,NA,Paid local advanced R workshops,NA,NA,NA,NA,NA,NA,NA,NA,936
Men,35 or under,Doctorate/Professional,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,Agree,Disagree,No opinion,Agree,No,Wide range of packages,NA,No,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717
Women,35 or under,Masters or lower,Non-academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),NA,NA,Primarily as part of a job or educational course;,Agree,Agree,Disagree,Agree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,The rOpenSci mailing lists or chat forums,The Bioconductor support site,NA,NA,Website,NA,Yes,A user group within a company,NA,NA,NA,NA,Free local introductory R workshops,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,748
Women,> 35,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",NA,NA,NA,NA,For both recreational and job/educational purposes.,Agree,Agree,Disagree,Disagree,Yes,Good for visualisation,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,r-bloggers.com,Podcast,NA,Yes,A general user group,NA,NA,New R user group near me (specify location in comments box),NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,316
Women,35 or under,Doctorate/Professional,Non-academic,5-10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Agree,Agree,Disagree,Disagree,Yes,Good for visualisation,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Facebook,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),R workshop aimed at my demographic (specify relevant group in comments box),NA,NA,NA,NA,NA,NA,835
Men,> 35,Masters or lower,Non-academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Agree,Agree,No opinion,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,NA,NA,501
Women,> 35,Masters or lower,Non-academic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707
Men,35 or under,Doctorate/Professional,Academic,> 10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,R-bloggers,RSS feed,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833
