"","fare_amount","tip_amount"
"4940969",10.5,0
"995303",4.5,1.32
"2837708",19.5,4.06
"5225594",52,14.6
"7489181",5.5,0
"661750",5,1.25
"4473685",7.5,0
"8424947",22.5,4.76
"3578954",5,0
"4349878",18,0
"6023582",9.5,0
"5475538",7.5,0
"8250619",13.5,0
"3804343",7,1.66
"7813642",5.5,1.36
"2059193",6,1.5
"7766937",7,0
"981972",3,0
"5352320",10,0
"7162776",12,2
"5388494",16.5,3.45
"1815518",6.5,1.46
"8042701",14,0
"5773664",34.5,0
"7076929",18,4.7
"6900623",10,0
"8072165",29.5,5
"4527858",5,0
"5187507",10.5,0
"1661280",14,3.15
"8663526",14,3.06
"1455020",14,3.06
"5888647",6.5,1.46
"5103818",4,0.96
"5535506",7.5,1.76
"6225613",7.5,1.66
"4993864",7.5,2.08
"6614435",8.5,1.85
"5188566",6.5,1.65
"1776075",11.5,2
"8190933",6,0
"3966116",19,0
"950384",8.5,1.86
"2400148",4,0
"403797",20,2
"7377988",11.5,1
"946896",27.5,5.66
"1395400",7.5,1
"1311516",14,0
"3318381",36.5,8.6
"2987036",4,1.2
"8584300",12.5,0
"2524734",6,0
"7620556",27.5,0.01
"910891",11.5,0
"8365392",4,0
"7082384",6.5,0
"6392756",11.5,2.66
"1252092",9,0
"3554826",29.5,5
"3470962",7,0
"4427027",8.5,2.45
"4766185",19,4.06
"2626643",11.5,2.46
"5000763",10.5,2
"1431237",5,1.26
"1922433",17,3.56
"2479275",52,11.71
"3790365",8.5,1.96
"5289723",9.5,1.55
"7039385",5,1
"2085958",19.5,4.16
"3795014",14.5,3.95
"5161842",5,1.35
"5793161",5,0
"7509178",20,4.25
"5825816",52,0
"7153474",17.5,0
"4841013",7.5,1.66
"6404927",16.5,2
"2139747",9.5,0
"4537752",5,0
"5702080",5.5,2
"6308399",15.5,4.85
"2386377",2.5,0
"5710959",33.5,5
"1549459",4,0
"2529058",4.5,0
"4162637",13,2.86
"4232407",5,1.15
"328833",6.5,1.55
"3696534",22.5,0
"2076664",5.5,1.36
"646169",6,2
"120475",9.5,0
"8553445",6,0
"6713150",11,0
"264984",8,1.86
"7817498",32.5,9.85
"4527161",9,2.45
"2062195",33,5.14
"5520622",4.5,0
"8105339",5.5,1
"2938739",52,0
"7665807",25.5,0
"6971277",9.5,2.7
"3980756",11,2.36
"4493916",5.5,2
"4918340",9,0
"7967897",9,0
"4036535",29,0
"3847385",32,9.76
"1033163",5,1
"4936896",16,0
"1895724",26,5
"6971807",11.5,0
"2372311",59,18.7
"1386810",9,0
"8297763",11.5,2
"1841828",9.5,1.55
"5589217",5.5,1
"7668485",9.5,0
"1537537",10,2.15
"2809498",7.5,1.65
"586584",9.5,2.15
"2860514",22.5,5.82
"3282386",3.5,1.08
"8690138",6,1.2
"5645269",14,0
"6257045",12.5,0
"7359423",12.5,0
"2441385",6,1.46
"8537472",3.5,1.08
"4436281",9,0
"5168161",8.5,2.05
"7465171",5.5,1.46
"4844997",10.5,2.25
"4309362",12,2.56
"1502920",18.5,3.86
"1212034",4.5,0
"2492202",5,1.16
"3404833",13.5,3.05
"3317121",10,2.16
"4305722",9,2.45
"5668823",15,2.37
"4740698",7,1.66
"4494352",4.5,1
"7452269",14.5,3.25
"4382116",6.5,0
"3843911",5,3
"3259819",5.5,0
"5588801",27.5,0
"4877337",12,2.55
"5905869",7,1.17
"6999973",5,0.94
"6881371",6,0.88
"1277120",17.5,3.65
"5686511",7.5,1.24
"6065878",6,1.55
"1619209",40.5,11.76
"4073479",17,3.75
"1368277",7.5,1.86
"7269990",6.5,1.95
"4672228",15,0
"8165847",8,1.85
"5693793",12.5,2.65
"7275155",17,0
"6989460",7.5,0
"5461194",12.5,2.85
"604495",8.5,0
"709763",6.5,0
"5347354",4,0
"8407883",8,0
"1364215",12.5,0
"1363183",5,1.36
"7256039",10.5,0
"8435410",20,4.25
"575808",9,2.06
"3941425",7.5,0
"3957605",13.5,0
"1404399",8,0
"3922908",13,0
"3169496",3,0
"1534720",15.5,4.05
"6768415",16.5,4.45
"3851701",13,2.85
"3068252",6.5,1
"2079693",9.5,1.62
"355175",7.5,0
"7550589",5,0
"5190560",9,0
"964278",11.5,2.45
"6470107",4.5,1.45
"245699",9,2.16
"8255708",11,0
"4994978",12.5,3.32
"108113",11,2.36
"989776",25.5,0
"3351591",7,1.56
"7423228",8,0
"1817342",52,11.71
"6528993",5.5,1.36
"6226469",7,1.95
"3176091",18.5,4.06
"310447",14,1
"3083926",5.5,0
"6335193",36,2
"783214",25,0
"4109705",17,2
"89895",7,0
"6472448",6,2
"2481717",5,1
"2782879",14.5,3.8
"1778560",11,3.65
"8004582",8,1.76
"3268742",45.5,0
"740365",8.5,1.4
"1752805",11.5,3.2
"8029606",6,1
"1521180",8,0
"3974014",7,0
"6683623",8.5,1.86
"6288174",4.5,1.59
"1989850",11,2.56
"1569625",52,11.71
"5169666",5,1.36
"5494547",12.5,2.76
"7459108",17.5,3.85
"8657718",10,1
"3765000",5.5,0
"5628718",22.5,0
"7560468",9,2.06
"5823399",8,1.5
"945835",9,1.95
"3549679",7.5,0
"7400168",12,2.56
"33793",7.5,0
"7337556",11.5,2.46
"534628",8,1.75
"533209",10,2.15
"1469014",21.5,0
"5082675",17,3.56
"6604506",6.5,1
"8178284",19,0
"3208040",8.5,1.2
"4414951",22,0
"6360581",7,1.76
"4217736",8,2.2
"6890434",13,0
"1677970",8,0
"4682161",8.5,1.95
"5086890",6.5,1.45
"2072125",10,2.26
"7169333",12.5,0
"752517",6,0
"3955957",17,3.55
"1969489",5.5,1
"7562585",10,0
"3809360",5.5,1.36
"2398248",7,0
"5036416",12,2.55
"6830741",8,1
"3763761",5,0
"4400709",14,0
"4398545",4.5,1.16
"3077930",7.5,0
"7782289",4.5,1
"3674481",4.5,1.3
"145686",8,0
"6518664",9,2.06
"1233211",8.5,0
"4856332",9.5,2.06
"6569186",48,9.76
"4583600",7.5,1.65
"6425770",4.5,1.16
"5533310",16.5,0
"6882688",11.5,2.46
"1223847",4.5,0
"5424105",12,2.75
"6705640",7,0
"6435712",21.5,3.5
"4236325",5.5,1.26
"6673429",6,0
"8007296",6.5,0
"4397899",13,3.55
"2004345",8.5,1.8
"6805040",10.5,2.35
"5652928",18.5,0
"4932604",6,1.46
"8087839",4.5,0
"2463855",7.5,1.76
"6099632",13,2.15
"7576467",8.5,0
"8228833",17,3.56
"6469602",0,0
"5460228",15.5,1.73
"7570714",29.5,0
"1722989",3.5,0
"8389189",19,6.09
"3466361",52,11.45
"35737",4,0
"5692949",5,2.2
"5291187",15,1
"6734227",18.5,3.96
"2271351",10,0
"8484597",8.5,0
"5478927",5,0
"942420",11.5,2.46
"5869526",6.5,1.56
"4858918",9,2.45
"7662860",13,1.38
"6077957",13,0
"1184896",18.5,0
"7983332",5.5,0.7
"486392",29,7.11
"7003628",36,7
"1595218",47.5,10.81
"4907731",6,0
"7272195",19.5,0
"1422050",10.5,2.36
"6730431",5.5,1.36
"1862494",11.5,2.45
"32321",5,1
"1583104",11.5,1.25
"1222299",5.5,1.26
"1308739",5.5,1.25
"2592120",8,0
"2953908",6,1.46
"3323811",7.5,2.08
"5861785",7.5,1.75
"4896720",11.5,2.46
"3882028",12.5,2.66
"7236724",12.5,2.76
"8334516",9,3.2
"3631846",5.5,1.25
"184033",6,1.56
"442201",5.5,1.26
"914864",6,0
"2659890",9.5,0
"7144607",19.5,5.05
"6344285",13.5,0
"6700479",52,0
"7680476",20,0
"3417090",5.5,1.45
"3862131",9.5,0
"8553598",10,1.2
"5612344",4,0.8
"8258208",7.5,1.65
"7833098",10,2
"2620421",6.5,1.46
"2988148",6,1.22
"8331470",52,11.45
"1543719",9,0
"4135629",13,1.5
"5281724",7,2.3
"3892104",9.5,0
"8116858",8,1.86
"6146848",15,3.26
"2773849",15,1.2
"3891531",8.5,0
"4444748",4.5,1.15
"7777932",12.5,2.86
"1432183",9.5,2.15
"6698946",9.5,2.06
"1204254",9.5,1.7
"1085742",8,0
"1152611",6,1.46
"3621523",20.5,1
"1193118",5.5,1
"3525270",10.5,1.5
"6783121",5.5,1.36
"7237107",9.5,2.16
"78260",8.5,1.86
"5945228",52,0
"5978756",168.5,40
"6590052",3.5,1.05
"3109602",52,0
"4001133",8.5,1.12
"272430",18.5,2
"2820746",23,4.76
"2886102",7,0
"8385018",6,1.5
"8194946",122.5,0
"942296",13,2.76
"2668111",12.5,4.1
"4178337",2.5,0
"3034977",5.5,0
"4757109",23.8,1
"5132530",7,1
"6419857",8,1
"5400535",17,2.5
"1027738",6,1.35
"2718999",13.5,2
"3932514",6.5,0
"4630490",8,0
"8480161",10,2.26
"785890",8,1.76
"7576312",52,5.86
"5307362",9.5,2.05
"6654429",14.5,3
"6267256",26,5.35
"300306",12,2.65
"417252",7.5,2.45
"2426523",6.5,1.56
"5115",13.5,2.96
"178650",48,13.85
"512233",5.5,1
"2250600",6.5,1.8
"4198657",8.5,0
"2414658",55.5,11.35
"5429617",2.5,0
"7565079",5.5,0
"8088836",15.5,3.35
"4071139",5,1.36
"5600667",9,1.96
"7446038",14.5,3.26
"4568990",8,1.75
"612005",18.5,3.95
"2502801",5,0
"2098159",13,2.86
"7627876",15.5,0
"8447667",22,0
"7090471",11.5,2.46
"8573550",16,3.36
"5182869",10,2.25
"8046247",3.5,1.32
"2758108",5,1.25
"6204943",8.5,1.86
"7341293",8,0
"986704",20,0
"4363667",10,0
"2721257",12,2.66
"4547189",11,2
"1838005",8.5,1.86
"5525555",13,1.04
"1353478",10,2.95
"5771134",12.5,4.25
"7995222",14.5,0
"4816160",10,1
"6150482",16.5,0
"2698735",10,2.26
"655103",5.5,1
"79812",9,1.96
"2155851",12,2.56
"4118695",9.5,1.62
"5489616",16,3.45
"1375811",12,0
"8366718",12,0
"6332",11.5,0
"5944996",11.5,3.08
"3389803",8.5,1.86
"2569878",10.5,0
"7449869",11,2.55
"6814200",4,1.2
"8458008",7,1.65
"973256",11.5,2.46
"8635938",4,0
"7891121",8.5,1.86
"5864764",5.5,1.36
"6486617",8.5,0
"6348463",3,0
"6220131",16,2
"4609009",7,1.56
"6816600",7.5,0
"3941141",18,3.76
"8605185",6.5,2.15
"3943433",8.5,0
"7908842",34,8.1
"7464007",4,0
"7067726",6.5,0
"3175197",7,0
"8648410",9.5,2.05
"6151631",14,3.05
"7602323",13.5,3.55
"3213885",24,5.05
"6332341",3.5,0
"454041",20,7.97
"5849700",16.5,3.55
"3595770",6.5,1.46
"6165052",6,1.45
"6276320",15.5,3.26
"5030236",18.5,3.86
"8611397",15.5,3.25
"2880352",4,0.72
"5303497",9.5,2.06
"5729432",41,8.55
"8575923",8,1.75
"7990455",4,1.2
"8632703",19.5,4.06
"4036663",24,0
"7612443",9.5,1
"8128046",7,1.7
"2714531",20.5,0
"2682780",10,2.26
"5249474",17.5,3.75
"8246229",18,0
"6372921",6.5,1.65
"6952601",13.5,0
"754346",10.5,2.26
"1514739",6,0
"504157",20,0
"4975828",6,1.46
"929498",8,1
"1280327",34.5,7
"1330209",9,0
"2216457",7,1.95
"3110549",8,2.2
"4248870",7.5,1.5
"2167937",7,0
"4252281",5,0
"1210274",9.5,1.03
"5333255",9,0
"6429828",7.5,1.75
"1253264",5.5,1.25
"7297946",13,3
"5847546",9,1
"4714865",-4.5,0
"1634261",10,0
"5877752",13.5,2.96
"2605746",13,0
"1746167",7,0
"1372128",6.5,1.66
"2023320",5,1.7
"8693981",7.5,0
"1208695",52,11.71
"5866029",9,0
"8067171",5.5,0
"883835",6,0
"6270243",10.5,2.25
"8689595",5.5,0.68
"5617124",8,2.64
"8605644",15.5,3.26
"7493864",14.5,5.53
"897858",29.5,0
"2312044",12.5,2.86
"5047899",10,2.16
"1266959",6.5,1.46
"864310",11.5,0
"4474927",6.5,1.17
"5551519",5,0
"7656969",15.5,1
"1978493",7.5,1.85
"1329804",14,2.95
"7788203",6,3
"1478311",40,0
"4094468",18.5,5.05
"4313893",22.5,4.65
"1494447",7.5,0.83
"4114542",10.5,0
"5487764",12,2.76
"3967487",10.5,2.25
"5504805",9.5,0
"5795817",9.5,1
"407934",12,3.2
"8418071",8,0
"8365718",10,1.2
"4270047",26,5.35
"798733",4.5,1.06
"4643970",22.5,4.66
"3880797",54,0
"6452433",4,1.05
"2298813",8.5,2
"589355",4.5,0
"2753418",7.5,0
"1608246",7.5,1.65
"171650",14.5,2.3
"5562225",6,0
"6997706",9,2.06
"5632066",5.5,1.26
"7660581",5,1.15
"8609191",7,1.55
"281777",12.5,0
"6197481",6.5,0
"629241",7.5,0
"7521004",13.5,2.96
"4552468",7,1
"7663348",6,1.02
"7373397",10,2.16
"4477894",12,0
"2620523",14,2.96
"7233950",11,2.45
"7977671",13.5,1.5
"8355795",52,11.46
"8110742",4.5,1.74
"4366924",4,0
"3762339",8,2
"4171798",35.5,7.35
"2442810",6.5,0
"3310449",16,1.5
"1290101",12.5,0
"5445162",52,5
"4592564",12,2.55
"6766232",3.5,0
"4659169",5.5,0.5
"8681513",13,2.85
"3880439",6,0
"150675",13.5,2.85
"8677576",19,4.06
"3463830",14,3.16
"6262288",17,3.56
"5085741",21,4.35
"4941415",0,0
"5523015",5.5,0
"6726255",5.5,2.04
"381092",9,2.45
"1199197",7.5,0
"4112090",15.5,4.2
"3929562",9.5,0
"8344488",5.5,0
"3760603",36,0
"8336430",7,1.32
"882872",7,0
"3566577",11.5,1
"5471239",5.5,1.46
"6268379",40,9.3
"2624145",8.5,0
"6649765",12.5,0
"8637348",7,0
"67007",5.5,0.32
"2126741",17.5,0
"8162659",9.5,1
"5614854",5.5,1.26
"5517164",27.5,6.91
"2497641",9,1.96
"3600098",6.5,1.82
"4298722",29.5,0
"6261553",3.5,0.85
"6931011",5,0
"3882149",44,0
"4720028",20,3
"805873",8,1.76
"5318501",10,2.7
"6037704",11.5,3.32
"3309982",8,0
"8090860",9.5,0
"4586567",14.5,0
"6580825",7.5,1
"1603469",8,1.75
"5071242",5,1.7
"2037344",52,11.71
"5601946",7,1.56
"8046223",11.5,0
"66533",6,1.36
"2331273",7,0
"5395239",25.5,0
"2535906",6,1.35
"5750480",10,2.35
"7331678",5.5,0
"2334294",19.5,3.2
"8628484",6,0
"5864523",4,1.59
"7460570",9.5,2.26
"685606",5,2
"1932191",7.5,1.65
"6088365",12,0
"427840",9,0
"5216856",7,1.24
"7034556",13,2.5
"6830064",32.5,7.81
"1546589",11.5,2
"6145548",7,0
"5228354",12.5,4
"3801363",4,0.8
"6183625",17.5,2
"8206658",18.5,3
"1014785",6.5,1
"157626",5,0
"1349961",5,1.02
"6491338",9.5,1.62
"5800562",14,3.06
"4065154",12,0
"3950596",9,0
"3441152",5,0
"183787",21.5,4.75
"2722619",12.5,0
"7804040",6.5,1
"4944968",5.5,0
"2563333",9.5,2.05
"6401126",7,0
"5673089",20.5,0
"8410260",11,2.46
"3560069",6,1
"4978529",52,2
"8087830",8,1.85
"4017592",33.5,8.01
"2070273",7,1
"120878",8.5,2.75
"3963959",5,1.16
"144001",10.5,2.26
"8035619",52,10
"457759",6,0
"5706134",8,1.76
"419711",4.5,0
"444448",9.5,2.06
"3615362",41.5,14.42
"8280289",3.5,0.85
"6600058",10.5,0
"1030403",6.5,0
"4361437",11,2.56
"1554401",7,1.55
"7471159",10,2.36
"7533805",4.5,0.87
"5583172",5,1.45
"5414516",12,2.55
"5544307",9.5,1.94
"8514116",10.5,0
"1447778",7,1.65
"6614169",52,0
"4365900",6,0
"2952545",6.5,1.2
"8662269",8.5,2
"5357106",10.5,2.25
"7506101",9.5,2.7
"5493696",9,3.21
"7740056",24.5,5.26
"5937465",6.5,0
"2063219",8.5,0
"3347872",8,1.76
"3411954",37,8.91
"6775572",7.5,1.76
"6425569",10.5,2
"402460",6,1.7
"7159975",5,1.36
"822920",7.5,0
"7810105",7.5,1.75
"5882188",9.5,2.15
"7918758",6.5,1
"6049832",11.5,2.65
"1329537",7,1.17
"6104547",11.5,5
"7520983",10,0
"4543958",4,0.96
"6355949",52,8
"4318878",5.5,1.25
"7168924",5.5,0
"5633030",14.5,3.05
"5149452",6,1.75
"5234414",6,1.46
"1955603",7,1.55
"4424694",19,0
"7994503",9.5,0
"2645827",10,0
"7668551",11,0
"7260745",6.5,0
"2612179",11.5,0
"5833304",9.5,2.16
"3204844",8,0.9
"5872833",18,4.82
"4448525",10,0
"1252121",4.5,0.7
"2240837",18,0
"4947459",9.5,2.16
"4399160",4.5,1.16
"672143",18,0
"4276417",5,1.16
"7643191",15.5,2
"8223332",13,2.75
"5938829",8,1.76
"3963222",4.5,0
"4992189",22,2.5
"229917",19,2
"6360591",26.5,5.5
"7176700",13,1.5
"3952148",10,1.5
"7821418",34,5
"8062942",4.5,0
"7347859",8.5,1.86
"6062615",45,10.51
"2266917",5,0
"6594418",7,0
"5443544",2.5,0
"134",10.5,0
"6749346",13,0
"4150598",6,1.46
"8287141",22.5,0
"4022316",23,4.75
"565307",15,0
"7343250",5,0
"8090900",22,4.75
"5988515",19,0
"6584665",19.5,3.5
"3177007",12,3.45
"7881857",10,0
"6319097",16.5,3.46
"4033595",5,0
"5506239",10,2.25
"937235",5.5,1.26
"7609459",9,1.96
"5314082",5.5,0
"8411275",14.5,0
"4507778",11,2.36
"3295448",8,1.76
"7456963",26.5,4
"6771218",6,1.8
"6046196",52,11
"4974287",4.5,0
"425908",8.5,1.85
"7170052",19,5.2
"108065",8,1.76
"1694435",11.5,2.66
"1405090",4,1.16
"8150775",5.5,1.7
"2769753",9,1.95
"358221",10.5,2.36
"5723169",11,1
"3867125",3,0
"5743088",50,0
"146473",6,1
"2670998",9,3.09
"2592068",45,7.27
"7477147",9.5,1.75
"6040276",7.5,1.85
"7702300",8.5,0
"717494",8,1
"3733485",27,0
"5932083",16,2.2
"2232059",6,0
"6540981",13.5,2.86
"7962994",11.5,3.69
"7804599",12,2.65
"4336213",6.5,1
"4458603",23,1
"7571102",18.5,1
"7555822",12,1
"6639759",15.5,3.26
"1129797",32,6.65
"26755",10.5,2.36
"1978203",5,2.04
"2438985",8,0
"5948168",7.5,1.65
"5377261",9.5,2.06
"943886",11.5,3.08
"5238096",8,2
"6029702",11.5,2.46
"5001316",8.5,1.86
"7290821",16,3.35
"4132699",2.5,0
"5105204",8,1.76
"486358",19.5,2.03
"1651195",17.5,0
"8037356",35.5,7.46
"988166",5.5,1.25
"3635159",5.5,0
"3037830",7,0
"2796864",5,0
"4073912",36,0
"8529727",52,11.71
"6102361",52,11.7
"8564096",11,2.36
"8710262",11,0
"250152",13,0.71
"3156594",15.5,0
"2211090",8,2.6
"5659999",9.5,0
"1147402",33,8
"2067319",4,0.7
"4949956",11.5,2.56
"5948548",10.5,1.7
"5559994",4,0
"3587332",6,2
"5984402",9,1.96
"5040503",15,2
"8013995",5.5,1.26
"4324846",9.5,5
"8094441",5.5,1.36
"5189572",6,1.55
"3414174",15.5,3.45
"3984126",4,0.7
"7614305",15,2
"5409805",10,2.5
"1589635",21,4.36
"6065390",8.5,5
"8661426",6.5,1
"8355815",34.5,7.26
"6724959",4.5,0
"1319530",11.5,2.45
"3972282",7.5,0
"469494",18,3.76
"2838370",5,0
"2293674",14,2.7
"8533575",10,3.24
"6506710",7.5,1.5
"2266458",4,1.5
"7722634",10,0
"3467833",13.5,0
"2943523",11,1
"7523764",12.5,0
"8592390",18.5,0
"986866",10,0
"2058845",24.5,5.16
"3149818",8,1.47
"7738518",14.5,3.26
"2185357",8.5,0
"6816505",9.5,0
"2585823",7.5,1.25
"1536778",11.5,1.85
"7151889",8.5,2.05
"5625660",10.5,2.26
"1277282",52,0
"5067991",2.5,0
"7262271",8.5,0
"1975091",9.5,2.25
"8221302",30,7.31
"4994582",5,0
"836638",7,1.54
"1546557",10.5,0
"7008195",15.5,1.2
"1213728",8,1.75
"2975272",25,6.58
"4444787",6,0
"5624474",8,2.64
"4788117",9.5,2.05
"2388617",4.5,0.87
"2747213",8,1.86
"8199516",10,2.16
"3409952",4,0
"4848350",8,0
"806419",22,6.84
"6691502",10.5,0
"4248590",50,8
"2196748",9.5,0.7
"548872",11.5,3.69
"6851707",65,0
"6100314",7.5,1.5
"7043661",8,0.88
"4808470",5.5,1.1
"4848750",9.5,2.58
"7071558",4.5,1.3
"6613257",15.5,0
"5430725",7.5,1.86
"6139723",52,0
"3718069",11,0
"8654481",17,3.56
"2775832",4,0
"7049589",4.5,1.3
"2433537",23.5,0
"8150468",22.5,4.76
"6329972",28,5.95
"1549086",8,0
"4363838",10.5,0
"4982947",4.5,1.16
"1649002",3,0
"5435139",11,3.8
"2343709",15,0
"964282",8,1.32
"6351249",10,2.36
"4829691",5,0.87
"1288934",4.5,0
"3797064",6.5,0
"2699432",4,0
"4240693",11,2.35
"2961155",3.5,0.72
"5791660",11,3.8
"1915747",25,5.15
"2573240",7,0
"7746296",11,2.56
"6873603",4,0
"4909010",4.5,0
"6160561",7,1
"6850185",5.5,1.25
"6374997",6,1.95
"6281809",8.5,0
"7597653",13,2.76
"3778564",17,1
"8508358",5,0.87
"2532818",5.5,1
"8021266",9.5,2.8
"3013526",7.5,1.66
"4964432",8.5,0
"577423",7,1.65
"8692225",15,4.89
"4573431",11,2.36
"3272935",9.5,0
"752358",5.5,1
"1100060",8,1.96
"4130295",10,2.26
"1111742",19,3.12
"2017009",12,0
"6039440",4.5,1.25
"3573308",9.5,0
"5283376",8.5,1.86
"6444579",7.5,0
"1973752",25.5,5.46
"4684625",22.5,2.5
"8123451",9.5,2.16
"606068",6.5,0
"3841472",12,2.66
"2933910",5.5,0
"2057419",9.5,0
"3065284",8,2.2
"8091709",19.5,3
"2415683",25,3.95
"2843031",12,0
"1090528",4.5,1.26
"5528746",40,7
"6076307",24.5,5.26
"7353920",29.5,0
"7776723",6,1
"7196393",7.5,2.3
"8103351",8,1
"1279771",14.5,0
"6359545",7.5,0
"6311554",11,2.36
"2609814",7,1.55
"946240",3.5,0.5
"7090675",7.5,0
"80491",6,0
"4119694",16.5,4.45
"6366491",6.5,0
"210886",8,1.95
"3431185",17.5,2
"1445768",4.5,1.16
"3891360",12.5,3.99
"5096946",8.5,5
"298376",24,0
"8615187",18.5,2
"2989848",4.5,0
"8382937",10.5,0
"7308863",16,3.36
"8247507",19.5,0
"2468434",55.5,17.9
"621965",19,4.06
"6963264",15.5,3
"3189556",52,11.71
"5054455",8,1.75
"107414",13,0
"3349942",16.5,0
"8352835",4,0
"704430",8.5,0.7
"387641",32.5,5
"492879",7.5,0
"3468581",8,2
"4102859",5,1
"6940428",20.5,0
"7769590",9.5,3.39
"6393693",7.5,1
"1014003",10,3
"5987774",52,0
"5262544",7,1.5
"7958377",34.5,7.06
"6028409",7.5,0
"6839544",20,4
"3141418",5.5,1.8
"1828078",10.5,1
"3675268",16.5,0
"1479370",18.5,3.96
"2478434",18,0
"6415431",6.5,1.56
"8275655",12.5,3.32
"1949852",13,2.76
"3314456",10,2
"252414",5,1.58
"5872995",18.5,4.95
"4324131",8.5,1.86
"7695966",11.5,3.08
"7118910",9,2.45
"4332547",5.5,0.73
"2681886",7,1.66
"2943879",6,0
"3587148",8.5,0.93
"2737080",5,0
"2440874",6.5,0
"2969909",10.5,2.35
"5812893",4,0
"2105566",26,4.4
"4498050",11.5,0
"6741147",12.5,0
"7812668",10,2.26
"1101472",18.5,4.05
"6283423",10.5,2.8
"8571667",7,1.17
"4629215",5.5,0
"7215865",7,2.2
"2746214",10.5,2.95
"238372",10,2.36
"3118300",4.5,1
"4232621",18,0
"5752475",10.5,3.08
"3010968",8,1.75
"6721519",7.5,0
"4676552",10,2
"5264200",18,0
"637192",7.5,0
"3526914",15,2
"5360717",4.5,0
"7630623",7.5,1.66
"1471958",9.5,2.15
"948071",4,1
"4551427",7.5,2.05
"6231283",2.5,0
"1046208",7.5,1
"6084223",7.5,0
"2767221",11.5,3.08
"5948979",13.5,3.55
"7895595",8,2.6
"4832553",12,2.56
"7813309",42,3
"1213914",14.5,3.82
"7237636",5.5,0
"917345",3.5,0
"403340",10.5,2.26
"6855188",8,0
"4438250",6.5,1.1
"1336269",5,1.35
"2954300",18.5,1.98
"6973942",11.5,1.92
"4484266",6.5,0
"2450549",12.5,2.5
"942763",6,1.02
"5083902",7,1.56
"4541589",5.5,1.25
"6374032",8,0
"3754462",6,0
"6946109",9.5,0
"8249406",52,0
"1625967",7.5,0
"1028486",8.5,1.05
"1302917",4,1.2
"4485832",11.5,2.55
"4963552",6,1.5
"8279731",5.5,1.25
"7423231",10.5,2.46
"584132",15.5,0
"2673883",76,16.61
"8513515",17,5.34
"8533989",6.5,1.46
"5124803",6,1.2
"4068791",9.5,2.8
"385496",6,0
"350384",23,0
"5486170",15,1.5
"1419387",17.5,3.76
"8182557",23.5,4.95
"2831379",26.5,5.46
"2861682",10.5,2.26
"590378",9.5,2.16
"1461169",30,5
"7344086",5,1.16
"3173916",3.5,0
"1423746",5,1
"7600492",11,1.1
"1665868",37.5,9.01
"522222",6,0
"2715968",8,2
"7864085",10,2.8
"4141715",6,1.45
"3239850",6.5,1.95
"4593375",14.5,0
"4248153",8.5,1.86
"4820123",4.5,0
"2140071",4,0
"6930116",7,1.56
"3628362",11,2
"3489547",9.5,2.16
"6867465",6.5,1.46
"1737643",13.5,2.96
"2990686",5.5,0
"6882948",7.5,0
"5100204",10,2.16
"481470",12.5,3.3
"4255419",8.5,2.55
"2458932",4,0
"917215",6.5,0
"4589723",8,1.76
"1806890",8.5,1.85
"3627954",17.5,5.49
"6930895",23,4.76
"884566",8,1.25
"1588543",6.5,2.19
"6398369",7,0
"4355067",29.5,7.4
"6146181",9,2.05
"23576",2.5,0
"6308463",4.5,1.06
"4203499",12.5,0
"4176454",10.5,2.36
"478212",6.5,1.46
"5957187",7.5,1.66
"607468",52,8
"8669032",9,0
"644763",11,2.45
"7109163",23.5,4.86
"1193174",4.5,0
"675686",63.5,0
"6544845",8.5,0
"4970412",52,8.78
"4116447",11.5,2.55
"2999110",7.5,1.24
"7700613",12,2.56
"7704870",5.5,0
"3055903",5.5,1
"1731883",5.5,1
"2311129",40,9.51
"1955702",14,2.2
"2909480",13,2.75
"1937873",35,0
"2807082",10,0
"582290",4.5,0
"2673634",7,1
"6712065",14,3.05
"4969851",16,0
"4472383",40,0
"7898270",8,0
"7280246",9,3.05
"1082942",7.5,1.86
"2156493",6.5,0
"1074377",7.5,1.85
"2299215",9.5,0
"4117459",5,1.89
"1519204",24,6.2
"2298681",6,1.95
"7449596",52,12.61
"4340231",22.5,4.85
"3029561",20,0
"6851470",5.5,1.55
"7245080",5,1.26
"7222949",8.5,1.96
"4158851",18.5,4.95
"6444122",17,0
"7089093",8,1.76
"2093513",8.5,0
"2432485",10.5,0
"1530805",10.5,1
"7062068",5.5,1.25
"1939191",7,1
"6007700",10.5,0
"4843736",17,1.78
"3073354",17.5,3.65
"2523802",52,8
"3618060",12,1
"7874624",7,1
"2672290",7,1.66
"7670649",4,0
"3043294",5.5,1.26
"1734182",10,1.25
"3833303",31,0
"2183747",6.5,0
"1172298",9,2.06
"5372709",10,1.62
"6273692",10,0
"4989547",6,1.45
"4469780",14,0
"6271990",7.5,1.65
"5645803",35.5,8.41
"1841172",9.5,1.03
"193374",12,2.75
"4992939",10,2.15
"1670475",16,1
"471046",10.5,0
"5650767",9.5,3.05
"5128700",6,1.55
"2261656",13.5,0
"861740",7.5,0
"6800213",7.5,0
"4124489",5.5,2
"3480906",8.5,1.96
"6664537",13,0
"6156891",11,2.46
"7818591",10.5,2.36
"722055",39,5.08
"8264704",23,0
"2109769",14.5,3.5
"2080079",6,0
"6508485",5.5,1.35
"6138216",7.5,1.76
"289646",7,0.5
"7003160",4.5,1.45
"3168206",6,1.56
"4284405",7,1.55
"3191984",6,1.45
